Block,baseline_NMI,baseline_AMI,new_model_NMI,new_model_AMI,promotion_NMI,promotion_AMI,baseline_NMI_avg,baseline_AMI_avg,new_model_NMI_avg,new_model_AMI_avg
block_2,0.81,0.8,0.8218534391271701,0.8060872170468856,0.011853439127170073,0.006087217046885529,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_3,0.78,0.76,0.8480647221845427,0.8352665152178783,0.06806472218454263,0.0752665152178783,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_4,0.71,0.68,0.7770453335567662,0.7541009572402986,0.06704533355676623,0.07410095724029853,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_5,0.75,0.73,0.8137523095884758,0.8003611825033223,0.06375230958847578,0.07036118250332235,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_6,0.83,0.8,0.8807559818503373,0.8604077770064599,0.05075598185033736,0.06040777700645983,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_7,0.57,0.54,0.6073294917374386,0.579360357066348,0.0373294917374386,0.039360357066347995,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_8,0.79,0.75,0.8529781542144097,0.8237195527272506,0.06297815421440967,0.07371955272725061,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_9,0.77,0.75,0.8183385906436004,0.7924459282708374,0.048338590643600354,0.042445928270837374,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_10,0.82,0.8,0.8944332846910675,0.8808109289513836,0.07443328469106758,0.08081092895138353,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_11,0.75,0.72,0.8045523425453062,0.7825323788347889,0.054552342545306165,0.0625323788347889,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_12,0.7,0.68,0.8112857981075976,0.7973617320411741,0.11128579810759764,0.11736173204117406,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_13,0.68,0.66,0.7219470884863366,0.6945195202384307,0.04194708848633655,0.034519520238430634,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_14,0.69,0.66,0.770776451105936,0.7536912805547612,0.08077645110593601,0.09369128055476117,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_15,0.59,0.55,0.6472072374548486,0.614382444990781,0.05720723745484868,0.06438244499078094,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_16,0.78,0.76,0.8106669797644477,0.7892286385165392,0.030666979764447655,0.02922863851653923,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_17,0.71,0.69,0.7861234324929061,0.7720097849709229,0.0761234324929061,0.08200978497092293,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_18,0.7,0.68,0.7600402668153913,0.7416275936279115,0.06004026681539132,0.06162759362791148,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_19,0.73,0.7,0.8119345384419885,0.795651380077488,0.0819345384419885,0.09565138007748808,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_20,0.73,0.69,0.7787659164042634,0.7374405236250953,0.04876591640426342,0.04744052362509532,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_21,0.6,0.58,0.6387739386525014,0.613810569469637,0.03877393865250145,0.03381056946963701,0.714090909090909,0.6849999999999998,0.7663588899907849,0.7413352417085887
block_0,0.79,0.68,0.8252636205171315,0.725519381699893,0.0352636205171315,0.045519381699893,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_1,0.43,0.41,0.3814939614803708,0.3625049614088189,-0.0485060385196292,-0.047495038591181094,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_2,0.81,0.8,0.8103313308748108,0.7935487870054762,0.0003313308748107424,-0.006451212994523892,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_3,0.78,0.76,0.8480647221845427,0.8352665152178783,0.06806472218454263,0.0752665152178783,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_4,0.71,0.68,0.7806238275046239,0.757590893566453,0.07062382750462393,0.07759089356645299,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_5,0.75,0.73,0.819687153404127,0.8067737409414097,0.06968715340412701,0.07677374094140976,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_6,0.83,0.8,0.8807559818503373,0.8604077770064599,0.05075598185033736,0.06040777700645983,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_7,0.57,0.54,0.6073294917374386,0.579360357066348,0.0373294917374386,0.039360357066347995,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_8,0.79,0.75,0.8538076113454172,0.825087261748588,0.06380761134541713,0.07508726174858804,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_9,0.77,0.75,0.8252261855031526,0.8001927225901362,0.055226185503152614,0.050192722590136185,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_10,0.82,0.8,0.8952362041765716,0.8815019106091915,0.07523620417657162,0.08150191060919143,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_11,0.75,0.72,0.8142741668188738,0.7936470878769131,0.06427416681887377,0.0736470878769131,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_12,0.7,0.68,0.8112857981075976,0.7973617320411741,0.11128579810759764,0.11736173204117406,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_13,0.68,0.66,0.7224896801527677,0.6946829190932501,0.04248968015276766,0.03468291909325005,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_14,0.69,0.66,0.7655450052337545,0.7478730785664309,0.07554500523375451,0.0878730785664309,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_15,0.59,0.55,0.6452000321613597,0.6115321806393279,0.05520003216135971,0.06153218063932786,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_16,0.78,0.76,0.8060754196110872,0.783909715657369,0.02607541961108717,0.02390971565736899,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_17,0.71,0.69,0.7861234324929061,0.7720097849709229,0.0761234324929061,0.08200978497092293,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_18,0.7,0.68,0.7541936601753182,0.7353339347070035,0.05419366017531824,0.05533393470700343,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_19,0.73,0.7,0.822857909593356,0.8077754203892578,0.09285790959335605,0.1077754203892578,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_20,0.73,0.69,0.7787659164042634,0.7374405236250953,0.04876591640426342,0.04744052362509532,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_21,0.6,0.58,0.6387739386525014,0.613810569469637,0.03877393865250145,0.03381056946963701,0.714090909090909,0.6849999999999998,0.7669729568173778,0.7419605116316834
block_0,0.79,0.68,0.8251121572129341,0.726691374926425,0.035112157212934036,0.046691374926424944,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_1,0.43,0.41,0.3779536784819099,0.3589205862871578,-0.05204632151809008,-0.05107941371284219,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_2,0.81,0.8,0.8103313308748108,0.7935487870054762,0.0003313308748107424,-0.006451212994523892,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_3,0.78,0.76,0.8480647221845427,0.8352665152178783,0.06806472218454263,0.0752665152178783,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_4,0.71,0.68,0.7770453335567662,0.7541009572402986,0.06704533355676623,0.07410095724029853,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_5,0.75,0.73,0.8137523095884758,0.8003611825033223,0.06375230958847578,0.07036118250332235,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_6,0.83,0.8,0.8807559818503373,0.8604077770064599,0.05075598185033736,0.06040777700645983,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_7,0.57,0.54,0.6073294917374386,0.579360357066348,0.0373294917374386,0.039360357066347995,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_8,0.79,0.75,0.8484781415086106,0.8185683229189838,0.058478141508610526,0.06856832291898385,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_9,0.77,0.75,0.81067549988002,0.7840395916152701,0.04067549988001995,0.03403959161527015,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_10,0.82,0.8,0.8944332846910675,0.8808109289513836,0.07443328469106758,0.08081092895138353,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_11,0.75,0.72,0.804096983084066,0.7820367366806777,0.054096983084065964,0.06203673668067777,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_12,0.7,0.68,0.8112857981075976,0.7973617320411741,0.11128579810759764,0.11736173204117406,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_13,0.68,0.66,0.7219470884863366,0.6945195202384307,0.04194708848633655,0.034519520238430634,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_14,0.69,0.66,0.7655450052337545,0.7478730785664309,0.07554500523375451,0.0878730785664309,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_15,0.59,0.55,0.6341652565716267,0.5995358791996781,0.04416525657162673,0.04953587919967806,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_16,0.78,0.76,0.790706985260852,0.7672380395852153,0.010706985260852009,0.0072380395852152946,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_17,0.71,0.69,0.7861234324929061,0.7720097849709229,0.0761234324929061,0.08200978497092293,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_18,0.7,0.68,0.7546000034410669,0.7359519019308715,0.05460000344106697,0.055951901930871406,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_19,0.73,0.7,0.8119345384419885,0.795651380077488,0.0819345384419885,0.09565138007748808,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_20,0.73,0.69,0.7787659164042634,0.7374405236250953,0.04876591640426342,0.04744052362509532,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
block_21,0.6,0.58,0.6387739386525014,0.613810569469637,0.03877393865250145,0.03381056946963701,0.714090909090909,0.6849999999999998,0.7632671308065397,0.7379775239602103
