Block,baseline_NMI,baseline_AMI,new_model_NMI,new_model_AMI,promotion_NMI,promotion_AMI,baseline_NMI_avg,baseline_AMI_avg,new_model_NMI_avg,new_model_AMI_avg
block_15,0.63,0.61,0.7791893511922438,0.7703142725440345,0.14918935119224375,0.16031427254403452,0.598235294117647,0.5788235294117647,0.7473936092666758,0.7358808045486235
block_16,0.51,0.5,0.6678256766614066,0.6543302486036158,0.15782567666140657,0.15433024860361577,0.598235294117647,0.5788235294117647,0.7473936092666758,0.7358808045486235
block_0,0.71,0.64,0.7878394744820063,0.7349122774424011,0.07783947448200634,0.09491227744240105,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_1,0.57,0.56,0.659668912033006,0.6538042668360855,0.08966891203300609,0.09380426683608545,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_2,0.58,0.57,0.6856840781146363,0.6788172973256512,0.10568407811463632,0.10881729732565126,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_3,0.57,0.56,0.7128358289511043,0.708082749490095,0.14283582895110436,0.14808274949009492,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_4,0.58,0.57,0.6429882126044412,0.6352095604407784,0.06298821260444121,0.06520956044077841,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_5,0.61,0.59,0.7656832441873226,0.7550102415675075,0.1556832441873226,0.16501024156750754,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_6,0.6,0.59,0.781154354116868,0.7748976581608188,0.18115435411686798,0.18489765816081882,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_7,0.64,0.63,0.7507458660896901,0.7441362987733421,0.11074586608969006,0.11413629877334208,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_8,0.57,0.55,0.8000492137980991,0.7903278781633827,0.23004921379809917,0.24032787816338264,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_9,0.52,0.46,0.6568625107338101,0.6424873674693727,0.13686251073381006,0.18248736746937272,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_10,0.6,0.58,0.7710959702321509,0.7557528185112622,0.17109597023215095,0.17575281851126223,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_11,0.6,0.59,0.7547409549041233,0.7419650704237437,0.15474095490412332,0.15196507042374374,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_12,0.61,0.59,0.7921413049131333,0.783133617595484,0.1821413049131333,0.1931336175954841,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_13,0.59,0.58,0.7908610538389174,0.7850977501238361,0.2008610538389174,0.20509775012383613,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_14,0.68,0.67,0.8688462760428771,0.8639493863486944,0.18884627604287707,0.1939493863486944,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_15,0.63,0.61,0.7604262941331493,0.7507425660009819,0.13042629413314932,0.1407425660009819,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_16,0.51,0.5,0.6148741511161236,0.5990505640415021,0.10487415111612364,0.09905056404150214,0.598235294117647,0.5788235294117647,0.7409704529583212,0.7292574922773493
block_0,0.71,0.64,0.7831356349514208,0.7280010901134278,0.07313563495142084,0.08800109011342783,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_1,0.57,0.56,0.6735259923693234,0.6679249352633929,0.10352599236932347,0.10792493526339286,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_2,0.58,0.57,0.6835214549675025,0.6766865067455545,0.10352145496750254,0.10668650674555458,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_3,0.57,0.56,0.7190848580426699,0.7144403467630298,0.1490848580426699,0.15444034676302976,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_4,0.58,0.57,0.6788565369034976,0.6719594982495546,0.0988565369034976,0.10195949824955464,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_5,0.61,0.59,0.7814888194266183,0.7715783201365013,0.1714888194266183,0.18157832013650133,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_6,0.6,0.59,0.7961488280677255,0.7902231828683932,0.1961488280677255,0.20022318286839325,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_7,0.64,0.63,0.7651586802902929,0.758891705890051,0.12515868029029287,0.12889170589005094,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_8,0.57,0.55,0.8168124364472934,0.8078481998002777,0.24681243644729345,0.2578481998002776,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_9,0.52,0.46,0.651995628329791,0.6374375833824348,0.13199562832979095,0.17743758338243482,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_10,0.6,0.58,0.7871217027478075,0.7728312500879798,0.18712170274780748,0.19283125008797986,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_11,0.6,0.59,0.7659169659963566,0.753725151463848,0.16591696599635664,0.16372515146384803,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_12,0.61,0.59,0.8236786795608866,0.8160486880405016,0.2136786795608866,0.2260486880405016,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_13,0.59,0.58,0.8145080082649253,0.8094801736753561,0.22450800826492534,0.22948017367535611,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_14,0.68,0.67,0.8933387710615817,0.8893079434279426,0.2133387710615816,0.21930794342794258,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_15,0.63,0.61,0.7563423926998638,0.7465002347470195,0.1263423926998638,0.13650023474701956,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_16,0.51,0.5,0.6505929978891116,0.6362256264146302,0.14059299788911161,0.1362256264146302,0.598235294117647,0.5788235294117647,0.7553663757656864,0.7440653198276409
block_0,0.71,0.64,0.7785021345525558,0.7236853501511126,0.06850213455255583,0.08368535015111256,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_1,0.57,0.56,0.65936751479335,0.6535758482021532,0.08936751479335003,0.09357584820215314,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_2,0.58,0.57,0.6684845619085155,0.661325592332192,0.0884845619085155,0.09132559233219206,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_3,0.57,0.56,0.6974212316237471,0.692390660928268,0.1274212316237472,0.1323906609282679,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_4,0.58,0.57,0.6409792745102605,0.6332001535298805,0.06097927451026053,0.06320015352988051,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_5,0.61,0.59,0.745448985319008,0.734003535073724,0.13544898531900806,0.144003535073724,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_6,0.6,0.59,0.7844128743969158,0.7782148625034515,0.18441287439691578,0.18821486250345154,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_7,0.64,0.63,0.7716086523420154,0.765534446902978,0.13160865234201535,0.135534446902978,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_8,0.57,0.55,0.808188335767894,0.7988718169730737,0.238188335767894,0.2488718169730737,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_9,0.52,0.46,0.6782306263445875,0.6646226666086,0.1582306263445875,0.2046226666086,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_10,0.6,0.58,0.779181023413074,0.7645044672348611,0.17918102341307407,0.18450446723486114,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_11,0.6,0.59,0.7648857841444827,0.7525163113951222,0.16488578414448274,0.16251631139512224,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_12,0.61,0.59,0.8124090153682255,0.8042703417470318,0.20240901536822553,0.21427034174703186,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_13,0.59,0.58,0.7889105338704135,0.7830929991666516,0.19891053387041358,0.2030929991666517,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_14,0.68,0.67,0.8697156493170309,0.8648354586203267,0.1897156493170309,0.1948354586203267,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_15,0.63,0.61,0.7899652086654047,0.7815206923950694,0.15996520866540465,0.1715206923950694,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
block_16,0.51,0.5,0.6580354672065309,0.6440547125837411,0.14803546720653094,0.14405471258374114,0.598235294117647,0.5788235294117647,0.746808639620236,0.7353070539028375
